41

-48	5	0
-47.5	5	0
-45	5	0
-42.5	5	0
-40	5	0
-37.5	5	0
-35	5	0
-32.5	5	0
-30	5	0
-27.5	5	0
-25	5	0
-22.5	5	0
-20	5	0
-17.5	5	0
-15	5	0
-12.5	5	0
-10	5	0
-7.5	5	0
-5	5	0
-2.5	5	0
0	5	0
2.5	5	0
5	5	0
7.5	5	0
10	5	0
12.5	5	0
15	5	0
17.5	5	0
20	5	0
22.5	5	0
25	5	0
27.5	5	0
30	5	0
32.5	5	0
35	5	0
37.5	5	0
40	5	0
42.5	5	0
45	5	0
47.5	5	0
50	5	0
